relative_path,physical_filename,sha256,file_size,file_type,declared_title,declared_filename,declared_version,declared_date,declared_owner,declared_status,duplicate_of,filename_mismatch
docs/source/inbox/kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,853cbf12e6bd4d7d5024038ab397b19bb4d4c7f063b4c731ecd44cabfbacb1ab,13596,text/markdown,KitLuy Sensitive Action and Four-Eyes Policy,kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-service-account-and-machine-identity-policy-v1.0.0.md,kitluy-service-account-and-machine-identity-policy-v1.0.0.md,8b229171616b3ea52da7cedd0f2fe88a8056ee0464101c0e912d5023ef95ba37,10476,text/markdown,KitLuy Service Account and Machine Identity Policy,kitluy-service-account-and-machine-identity-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-source-of-truth-index-v1.0.0.md,kitluy-source-of-truth-index-v1.0.0.md,81e4c0d1e01777601e5c7cea205adf906c0d86e2aff39d5943cefb5cae54aa6e,22515,text/markdown,KitLuy Source-of-Truth Index,kitluy-source-of-truth-index-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL DOCUMENT CONTROL INDEX,,
docs/source/inbox/kitluy-storefront-route-screen-inventory-v1.0.0.md,kitluy-storefront-route-screen-inventory-v1.0.0.md,386c3c4e100a0c028a081dc2f2438850f11d2dfdbc5dc9f27fba010eef2bb56f,19381,text/markdown,KitLuy Storefront Route and Screen Inventory,kitluy-storefront-route-screen-inventory-v1.0.0.md,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,,
docs/source/inbox/kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,cf8240693b8013af33c1d45187785181923c9e215d2c908070a53407b2faf87f,14084,text/markdown,KitLuy Store Hub File Cache and Transfer Protocol,kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-storehub-lan-api-v1.0.0.md,kitluy-storehub-lan-api-v1.0.0.md,d34c080429a29aa3a02c59b78aaef13075404401d0ddaca079fc7ca351ae0ed0,19998,text/markdown,KitLuy Store Hub LAN API,kitluy-storehub-lan-api-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-storehub-local-database-schema-v1.0.0.md,kitluy-storehub-local-database-schema-v1.0.0.md,a1e85d6b52627f118c59314bc5d4e7b90e9c8578cc044be89e4fb078fdece025,35433,text/markdown,KitLuy Store Hub Local Database Schema,kitluy-storehub-local-database-schema-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,f07625eab66c638547c57cb27339f46bcf70b2e38404214ea9f213b43149f19c,15276,text/markdown,KitLuy Store Hub Recovery and Replacement Runbook,kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,1.0.0,,,Canonical target runbook; not implementation evidence,,
docs/source/inbox/kitluy-suite-business-bible-v2.0.0.md,kitluy-suite-business-bible-v2.0.0.md,87ddcdaca8f9bcfbd072e991d1885ddbf31dca58c13a8985c1fa88a686fe5f61,117317,text/markdown,KitLuy Suite — Business Bible,kitluy-suite-business-bible-v2.0.0.md,2.0.0,,HET / KitLuy Suite Project Owner,"OWNER-DIRECTED CANONICAL BUSINESS AUTHORITY — TARGET OPERATING MODEL, NOT TRACTION OR IMPLEMENTATION EVIDENCE",,
docs/source/inbox/kitluy-suite-rbac-permission-registry-v1.0.0.csv,kitluy-suite-rbac-permission-registry-v1.0.0.csv,56968de0fe81892de521af7c5445195fea76e92cffabd8969452ac6495a5832c,20774,text/csv,,,1.0.0,,,,,
docs/source/inbox/kitluy-suite-rbac-permission-registry-v1.0.0.md,kitluy-suite-rbac-permission-registry-v1.0.0.md,1c9da8f915eae5b74a52bebe7d375c868d02efe840fb57bde23962268cdb3d90,57863,text/markdown,KitLuy Suite RBAC Permission Registry,kitluy-suite-rbac-permission-registry-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-rebuild-bible-v4.0.0.md,kitluy-suite-rebuild-bible-v4.0.0.md,cf56df78cb0b71a38e1fef6e25d895af5b114b41b42fa469667e881ff981d6ea,103920,text/markdown,KitLuy Suite — Master Rebuild Bible,kitluy-suite-rebuild-bible-v4.0.0.md,4.0.0,,HET / KitLuy Suite Project Owner,"OWNER-DIRECTED CANONICAL MASTER AUTHORITY — TARGET STATE, NOT IMPLEMENTATION EVIDENCE",,
docs/source/inbox/kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,3d38809d929b79388c0734cb9be65a02417c65fe0877248e0691378e67411b67,8651,text/markdown,"KitLuy Suite Supabase Backup, Restore and PITR",kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,1.0.0,,,Canonical target backup/restore contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-data-dictionary-v1.0.0.md,kitluy-suite-supabase-data-dictionary-v1.0.0.md,74b853766e1f3eaf7516bc8967bae0411bb19085ca7b35108be3b7948417da80,129323,text/markdown,KitLuy Suite Supabase Data Dictionary,kitluy-suite-supabase-data-dictionary-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target dictionary and migration-validation contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,49b3d0ec2ccaec057d77d132773cd0238beaf90a4e21f9089d4510cc08319763,12572,text/markdown,KitLuy Suite Supabase Edge Functions Contract,kitluy-suite-supabase-edge-functions-contract-v1.0.0.md,1.0.0,,,Canonical target Edge Function/API contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,38aedc0480e9666e9670a013cbad7bbb31cbcf1460997e7b383fcfbc2c6abf76,15161,text/markdown,KitLuy Suite Supabase Enum and Reference Data Registry,kitluy-suite-supabase-enum-and-reference-data-registry-v1.0.0.md,1.0.0,,,Canonical target registry; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,dec6045d734a09e840d96a8a5f6737d011957a9057a4ce52453218d6384c164c,16908,text/markdown,"KitLuy Suite Supabase Functions, RPC and Triggers",kitluy-suite-supabase-functions-rpc-and-triggers-v1.0.0.md,1.0.0,,,Canonical target function/trigger contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-generated-types-policy-v1.0.0.md,kitluy-suite-supabase-generated-types-policy-v1.0.0.md,cf4dcc53bf9847f5c75537b9afc991217d3b7c6298621d0dcce7ea51f654b910,7572,text/markdown,KitLuy Suite Supabase Generated Types Policy,kitluy-suite-supabase-generated-types-policy-v1.0.0.md,1.0.0,,backend/platform data team. Application teams consume a versioned package; they do not run ad-hoc production generation.,Canonical target type-generation and compatibility policy; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-implementation-pack-v1.0.0.sha256,kitluy-suite-supabase-implementation-pack-v1.0.0.sha256,91d8bae6588eb9dc40de6d0f303765dbc9a6fc5a445fd9660693bd8012e16974,1233,text/plain (sha256 checksum list),,,1.0.0,,,,,
docs/source/inbox/kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,d779b65f16fdbfba81fb83702ae24ca0bfccbc72311fd68fe245f393f4e29226,7622,text/markdown,KitLuy Suite Supabase Realtime Publication Plan,kitluy-suite-supabase-realtime-publication-plan-v1.0.0.md,1.0.0,,,Canonical target Realtime plan; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,7266922a3dd3307e50cd018add4bbc4d67b90df560fb01a0e6673bd351d8df7f,10730,text/markdown,KitLuy Suite Supabase Seed and Test Fixture Plan,kitluy-suite-supabase-seed-and-test-fixture-plan-v1.0.0.md,1.0.0,,,Canonical target seed/fixture contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,d8c9b94703367acacfe04904d33c576d002225fbbf305f57f9d03a83efcfed74,7482,text/markdown,KitLuy Suite Supabase Storage Metadata Contract,kitluy-suite-supabase-storage-metadata-contract-v1.0.0.md,1.0.0,,,Canonical target metadata contract; not implementation evidence,,
docs/source/inbox/kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,5b8fc9a755ed983f3e4ddd74ab39c116687919c5bb51c7a98346c10a13e8f28f,8545,text/markdown,KitLuy Suite Supabase Validation and Database QA,kitluy-suite-supabase-validation-and-database-qa-v1.0.0.md,1.0.0,,,Canonical target validation plan; not implementation evidence,,
docs/source/inbox/kitluy-superseded-document-register-v1.0.0.md,kitluy-superseded-document-register-v1.0.0.md,209eb08f2de333fe6b355e70dc02a118b2ce4c8c4fedb3238429cee94eaf7a21,8660,text/markdown,KitLuy Superseded Document Register,kitluy-superseded-document-register-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL SUPERSESSION AND LEGACY CONTROL,,
docs/source/inbox/kitluy-support-access-and-consent-policy-v1.0.0.md,kitluy-support-access-and-consent-policy-v1.0.0.md,bc6808c7e6f2f3d038b34cbfa775a643d2426b5dcc8794d981d5b709b4b68133,9906,text/markdown,KitLuy Support Access and Consent Policy,kitluy-support-access-and-consent-policy-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-sync-conflict-resolution-policy-v1.0.0.md,kitluy-sync-conflict-resolution-policy-v1.0.0.md,e0a8c1fd86be049773011c367437c2cd62c2ea9f4446124c0e8b6ee68950e23d,12601,text/markdown,KitLuy Sync Conflict Resolution Policy,kitluy-sync-conflict-resolution-policy-v1.0.0.md,1.0.0,,,Canonical target policy; not implementation evidence,,
docs/source/inbox/kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,b9b0f942ec1512103fba6d500c8103228de47c9bd5b356936333f0f4e5a692a0,18934,text/markdown,KitLuy Terminal Profile Contract — T1 to T4,kitluy-terminal-profile-contract-t1-t4-v1.0.0.md,1.0.0,,,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-threat-model-phase1-v1.0.0.md,kitluy-threat-model-phase1-v1.0.0.md,a0aad0fd6a09528f81d78156a0f914aaa8ad8f3d0e79b5dbdc2467a1a10760e9,19001,text/markdown,KitLuy Phase 1 Threat Model,kitluy-threat-model-phase1-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/kitluy-transaction-and-booking-lifecycle-v1.0.0.md,kitluy-transaction-and-booking-lifecycle-v1.0.0.md,80e60a6404b9407ad05f483dfb81ae215d4dc2e6b2b1f6272631585c2ddb5461,32432,text/markdown,KitLuy Transaction and Booking Lifecycle,kitluy-transaction-and-booking-lifecycle-v1.0.0.md,1.0.0,,,,,
docs/source/inbox/kitluy-webhook-contract-registry-v1.0.0.md,kitluy-webhook-contract-registry-v1.0.0.md,1312bc2fbd384219b8689a25812559070bdce8c120d7ed90740329fdbf630fef,13300,text/markdown,KitLuy Webhook Contract Registry,kitluy-webhook-contract-registry-v1.0.0.md,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,,
docs/source/inbox/manifest copy.json,manifest copy.json,27cc37971ad989e301ae4e321201612a678be17c929a3589278ab976be4b7fab,3825,application/json,,,,,,,,
docs/source/inbox/manifest.json,manifest.json,6b097e834c62b2ced64cba0d5af8798086199f8e930eb325f116e1c7b160e69a,1183,application/json,,,,,,,,
