source_id,original_path,classified_path,physical_filename,declared_filename,document_title,version,document_date,declared_owner,declared_status,sha256,file_size,file_type,authority_class,canonical_status,document_role,product_or_domain,vertical,supersedes,superseded_by,duplicate_of,conflicts_with,implementation_evidence,ingested_at,notes,batch
KLSRC-0044,docs/source/inbox/kitluy-integration-hub-phase1-spec-v1.0.0.md,docs/source/shared-services/kitluy-integration-hub-phase1-spec-v1.0.0.md,kitluy-integration-hub-phase1-spec-v1.0.0.md,kitluy-integration-hub-phase1-spec-v1.0.0.md,KitLuy Integration Hub — Phase 1 Shared-Service Specification,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,9cd4344d858ccaf5a775919ed017493b021c0879245954e56478526ac2bfb9f1,38998,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,SHARED-SERVICE-SPECIFICATION,services,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0045,docs/source/inbox/kitluy-inventory-movement-and-cost-rules-v1.0.0.md,docs/source/business-rules/kitluy-inventory-movement-and-cost-rules-v1.0.0.md,kitluy-inventory-movement-and-cost-rules-v1.0.0.md,kitluy-inventory-movement-and-cost-rules-v1.0.0.md,KitLuy Inventory Movement and Cost Rules,1.0.0,,,,b9652d45bbb6944765bef0d21db3af05a6afaf844d07d0c72815732147f9b562,38540,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,CANONICAL-BUSINESS-RULES,business-rules,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0046,docs/source/inbox/kitluy-khmer-english-content-style-guide-v1.0.0.md,docs/source/ui-ux/kitluy-khmer-english-content-style-guide-v1.0.0.md,kitluy-khmer-english-content-style-guide-v1.0.0.md,kitluy-khmer-english-content-style-guide-v1.0.0.md,KitLuy Khmer-English Content Style Guide,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,7667a2c7d2cd38a680c7700bb4360116d48ccf63d6f97a61eb0e09fb99820c1f,7610,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,UI-UX-STANDARD,ui-ux,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0047,docs/source/inbox/kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,kitluy-kiosk-self-checkout-client-route-screen-inventory-v1.0.0.md,KitLuy Kiosk and Self-Checkout Client Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,6b9ab6fe9fb63f4c3a1f007fbea354b95460a7d50151d625835e5b94dd970368,16029,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,"ROUTE-SCREEN-INVENTORY (future client — registered, inactive)",ui-ux,cafe_restaurant,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0048,docs/source/inbox/kitluy-laundry-state-machines-v1.0.0.md,docs/source/business-rules/kitluy-laundry-state-machines-v1.0.0.md,kitluy-laundry-state-machines-v1.0.0.md,kitluy-laundry-state-machines-v1.0.0.md,KitLuy Laundry State Machines,1.0.0,,,,2f9053768cdb69725ce4a43eb12b467080d1eedf3016c3357fedf1bfeabd3eb8,34088,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STATE-MACHINE-CONTRACT,business-rules,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0049,docs/source/inbox/kitluy-localization-key-registry-v1.0.0.md,docs/source/ui-ux/kitluy-localization-key-registry-v1.0.0.md,kitluy-localization-key-registry-v1.0.0.md,kitluy-localization-key-registry-v1.0.0.md,KitLuy Localization Key Registry,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,782912c3e7ea40fd61ec996daa6e30ef4435e7fcb51878717bb4cf6b2be8d703,9260,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,UI-UX-STANDARD,ui-ux,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0050,docs/source/inbox/kitluy-management-api-v1.0.0.md,docs/source/api-contracts/kitluy-management-api-v1.0.0.md,kitluy-management-api-v1.0.0.md,kitluy-management-api-v1.0.0.md,KitLuy Management API — Canonical Contract,1.0.0,,HET / KitLuy Suite Project Owner,Owner-requested canonical target contract; not implementation evidence,d758886e9e32c66d90726a09bdd6b566741787d5170cc4e6dbdb94819c0056d2,33563,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,GOVERNED-API-SPECIFICATION,api,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0051,docs/source/inbox/kitluy-mcp-server-phase1-spec-v1.0.0.md,docs/source/shared-services/kitluy-mcp-server-phase1-spec-v1.0.0.md,kitluy-mcp-server-phase1-spec-v1.0.0.md,kitluy-mcp-server-phase1-spec-v1.0.0.md,KitLuy MCP Server — Phase 1 Shared-Service Specification,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,a419006597dd9540483bbd013c450bbb14c77832716223a0463ccfa8b88a916f,36016,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,SHARED-SERVICE-SPECIFICATION,services,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0052,docs/source/inbox/kitluy-notification-service-phase1-spec-v1.0.0.md,docs/source/shared-services/kitluy-notification-service-phase1-spec-v1.0.0.md,kitluy-notification-service-phase1-spec-v1.0.0.md,kitluy-notification-service-phase1-spec-v1.0.0.md,KitLuy Notification Service — Phase 1 Shared-Service Specification,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,1a918bd9d0bbe33e9f27a143de5a387b5547a4415e2f7f292ebef2bb60dd71ee,38794,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,SHARED-SERVICE-SPECIFICATION,services,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0053,docs/source/inbox/kitluy-offline-idempotency-and-sequencing-v1.0.0.md,docs/source/offline/kitluy-offline-idempotency-and-sequencing-v1.0.0.md,kitluy-offline-idempotency-and-sequencing-v1.0.0.md,kitluy-offline-idempotency-and-sequencing-v1.0.0.md,KitLuy Offline Idempotency and Sequencing,1.0.0,,,Canonical target contract; not implementation evidence,2d3aa864b4f5ba243a3536e686f19e87d2f8e76105c14d82b03cdf4e9484133d,12806,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0054,docs/source/inbox/kitluy-open-decisions-and-required-values-v1.0.0.md,docs/source/canonical/kitluy-open-decisions-and-required-values-v1.0.0.md,kitluy-open-decisions-and-required-values-v1.0.0.md,kitluy-open-decisions-and-required-values-v1.0.0.md,KitLuy Open Decisions and Required Values Register,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL OPEN-VALUE REGISTER,ec7a4b1e30046dbbf1eb2d5ce04e3a1a20d243fa1c123832af4c8652fb0b88f8,2247623,text/markdown,MASTER-AUTHORITY,CANONICAL-CURRENT,SOURCE-OF-TRUTH-CONTROL-PACK,suite,,bootstrap recreation in docs/authority/ (commit 4a79f66),,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0055,docs/source/inbox/kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,docs/source/api-contracts/kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,kitluy-outbox-and-event-delivery-pattern-v1.0.0.md,KitLuy Outbox and Event Delivery Pattern,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,89d8410538ca4e1797537375cf3a117762608e2717075abadb32bc658426b351,13501,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,EVENT-DELIVERY-PATTERN,events,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0056,docs/source/inbox/kitluy-partner-app-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-partner-app-route-screen-inventory-v1.0.0.md,kitluy-partner-app-route-screen-inventory-v1.0.0.md,kitluy-partner-app-route-screen-inventory-v1.0.0.md,KitLuy Partner App Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,3f14d3f9a9ece433da275796578ce31b51b5283d6be8c8f14d2749467d9d8031,27293,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,ROUTE-SCREEN-INVENTORY,ui-ux,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0057,docs/source/inbox/kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,kitluy-partner-pwa-portal-route-screen-inventory-v1.0.0.md,KitLuy Partner PWA Portal Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,e26843a6a37af93a17e44bc670375eba4f5d9a5816c14420881e7153d224ed02,81624,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,ROUTE-SCREEN-INVENTORY,ui-ux,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0058,docs/source/inbox/kitluy-payment-refund-and-void-rules-v1.0.0.md,docs/source/business-rules/kitluy-payment-refund-and-void-rules-v1.0.0.md,kitluy-payment-refund-and-void-rules-v1.0.0.md,kitluy-payment-refund-and-void-rules-v1.0.0.md,"KitLuy Payment, Refund and Void Rules",1.0.0,,,,97b2ce03ac51f3d7eae310e53f3a1240ecf15ab64df09678b1e4ba4ae92291f1,38607,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,CANONICAL-BUSINESS-RULES,business-rules,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0059,docs/source/inbox/kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,kitluy-pos-desktop-app-route-screen-inventory-v1.0.0.md,KitLuy POS Desktop App Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,5cb236b1640b6f90a5b8f4ed933f7b5bb4df1da09bb17d6b07a304fe91178bf8,22815,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,ROUTE-SCREEN-INVENTORY,ui-ux,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0060,docs/source/inbox/kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,kitluy-pos-mobile-app-route-screen-inventory-v1.0.0.md,KitLuy POS Mobile App Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,f2609ef165c90b8c3b14fc29e27e8ca773ac158ec3d38f7f900a48a8f5ceaf61,38423,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,ROUTE-SCREEN-INVENTORY,ui-ux,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0061,docs/source/inbox/kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,docs/source/business-rules/kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,kitluy-pricing-discount-tax-and-rounding-rules-v1.0.0.md,"KitLuy Pricing, Discount, Tax and Rounding Rules",1.0.0,,,,9f517ab38d29d5ba936b00e741d57842414ce9b51accd3e4443fe4c198fd073a,36294,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,CANONICAL-BUSINESS-RULES,business-rules,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0062,docs/source/inbox/kitluy-rag-indexer-phase1-spec-v1.0.0.md,docs/source/shared-services/kitluy-rag-indexer-phase1-spec-v1.0.0.md,kitluy-rag-indexer-phase1-spec-v1.0.0.md,kitluy-rag-indexer-phase1-spec-v1.0.0.md,KitLuy RAG Indexer — Phase 1 Shared-Service Specification,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,ceb058b739a72ce9fd2bc820449e9f5f284ef849fe106074cce0e1b4230510d7,36866,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,SHARED-SERVICE-SPECIFICATION,services,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0063,docs/source/inbox/kitluy-replay-and-reconciliation-runbook-v1.0.0.md,docs/source/api-contracts/kitluy-replay-and-reconciliation-runbook-v1.0.0.md,kitluy-replay-and-reconciliation-runbook-v1.0.0.md,kitluy-replay-and-reconciliation-runbook-v1.0.0.md,KitLuy Replay and Reconciliation Runbook,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,6307ad0ae78b8d7a202841ef4778ac5eab8db8c5ec91af6c0aed5919c3953ea8,13729,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,REPLAY-RECONCILIATION-RUNBOOK,events,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0064,docs/source/inbox/kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,docs/source/shared-services/kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,kitluy-reporting-and-export-service-phase1-spec-v1.0.0.md,KitLuy Reporting and Export Service — Phase 1 Shared-Service Specification,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target specification; not implementation evidence,7348008da496a400a762f197b1efc2c2e7447cd78c027254f8a3e7fa60ca8a97,37267,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,SHARED-SERVICE-SPECIFICATION,services,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0065,docs/source/inbox/kitluy-resource-scope-model-v1.0.0.md,docs/source/security/kitluy-resource-scope-model-v1.0.0.md,kitluy-resource-scope-model-v1.0.0.md,kitluy-resource-scope-model-v1.0.0.md,KitLuy Resource Scope Model,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,094be7d3e544a9aa3d62708002e992ed53222d18b4f9f97bd74933edd7f35dee,14327,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-POLICY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0066,docs/source/inbox/kitluy-responsive-layout-standard-v1.0.0.md,docs/source/ui-ux/kitluy-responsive-layout-standard-v1.0.0.md,kitluy-responsive-layout-standard-v1.0.0.md,kitluy-responsive-layout-standard-v1.0.0.md,KitLuy Responsive Layout Standard,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target standard; not implementation evidence,4314d142d081cccbf38cefaaac93e767e004981764574d67c413170f0cf3db31,6375,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,UI-UX-STANDARD,ui-ux,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0067,docs/source/inbox/kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,kitluy-restaurant-guest-display-order-and-pay-route-screen-inventory-v1.0.0.md,KitLuy Restaurant Guest Display and Order-and-Pay Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,f969975a3c951a23f2793b55b5b904b3a199d3351c6421b72f8bbc4e14ba0a43,17719,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,"ROUTE-SCREEN-INVENTORY (future client — registered, inactive)",ui-ux,cafe_restaurant,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0068,docs/source/inbox/kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,kitluy-restaurant-kds-client-route-screen-inventory-v1.0.0.md,KitLuy Restaurant KDS Client Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Preliminary phase-gated route contract; not an approved detailed product specification,1d53505dceea40028c12a84ea1b89d1b0ee62ca44cda7a23e5326b6409c4ad70,18115,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,"ROUTE-SCREEN-INVENTORY (future client — registered, inactive)",ui-ux,cafe_restaurant,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0069,docs/source/inbox/kitluy-secrets-and-key-management-policy-v1.0.0.md,docs/source/security/kitluy-secrets-and-key-management-policy-v1.0.0.md,kitluy-secrets-and-key-management-policy-v1.0.0.md,kitluy-secrets-and-key-management-policy-v1.0.0.md,KitLuy Secrets and Key Management Policy,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,fcd581b77379e1512f78dbdb4861777264eb4f803d0504ec31df9d407f499f36,11267,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-POLICY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0070,docs/source/inbox/kitluy-security-test-plan-phase1-v1.0.0.md,docs/source/security/kitluy-security-test-plan-phase1-v1.0.0.md,kitluy-security-test-plan-phase1-v1.0.0.md,kitluy-security-test-plan-phase1-v1.0.0.md,KitLuy Phase 1 Security Test Plan,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,02acd1602b6588e3f0ff92ac317cb0b8348a9d3d6f0a09e1d9b7200986fcaa11,25578,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-ASSESSMENT,security,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0071,docs/source/inbox/kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,docs/source/security/kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,kitluy-sensitive-action-and-four-eyes-policy-v1.0.0.md,KitLuy Sensitive Action and Four-Eyes Policy,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,853cbf12e6bd4d7d5024038ab397b19bb4d4c7f063b4c731ecd44cabfbacb1ab,13596,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-POLICY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0072,docs/source/inbox/kitluy-service-account-and-machine-identity-policy-v1.0.0.md,docs/source/security/kitluy-service-account-and-machine-identity-policy-v1.0.0.md,kitluy-service-account-and-machine-identity-policy-v1.0.0.md,kitluy-service-account-and-machine-identity-policy-v1.0.0.md,KitLuy Service Account and Machine Identity Policy,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,8b229171616b3ea52da7cedd0f2fe88a8056ee0464101c0e912d5023ef95ba37,10476,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SECURITY-POLICY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0073,docs/source/inbox/kitluy-source-of-truth-index-v1.0.0.md,docs/source/canonical/kitluy-source-of-truth-index-v1.0.0.md,kitluy-source-of-truth-index-v1.0.0.md,kitluy-source-of-truth-index-v1.0.0.md,KitLuy Source-of-Truth Index,1.0.0,,HET / KitLuy Suite Project Owner,CANONICAL DOCUMENT CONTROL INDEX,81e4c0d1e01777601e5c7cea205adf906c0d86e2aff39d5943cefb5cae54aa6e,22515,text/markdown,MASTER-AUTHORITY,CANONICAL-CURRENT,SOURCE-OF-TRUTH-CONTROL-PACK,suite,,bootstrap recreation in docs/authority/ (commit 4a79f66),,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0074,docs/source/inbox/kitluy-storefront-route-screen-inventory-v1.0.0.md,docs/source/ui-ux/kitluy-storefront-route-screen-inventory-v1.0.0.md,kitluy-storefront-route-screen-inventory-v1.0.0.md,kitluy-storefront-route-screen-inventory-v1.0.0.md,KitLuy Storefront Route and Screen Inventory,1.0.0,2026-07-26,HET / KitLuy Suite Project Owner,Canonical target route contract; not implementation evidence,386c3c4e100a0c028a081dc2f2438850f11d2dfdbc5dc9f27fba010eef2bb56f,19381,text/markdown,CURRENT-PRODUCT-SPECIFICATION,CANONICAL-CURRENT,ROUTE-SCREEN-INVENTORY,ui-ux,laundry,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0075,docs/source/inbox/kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,docs/source/offline/kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,kitluy-storehub-file-cache-and-transfer-protocol-v1.0.0.md,KitLuy Store Hub File Cache and Transfer Protocol,1.0.0,,,Canonical target contract; not implementation evidence,cf8240693b8013af33c1d45187785181923c9e215d2c908070a53407b2faf87f,14084,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0076,docs/source/inbox/kitluy-storehub-lan-api-v1.0.0.md,docs/source/offline/kitluy-storehub-lan-api-v1.0.0.md,kitluy-storehub-lan-api-v1.0.0.md,kitluy-storehub-lan-api-v1.0.0.md,KitLuy Store Hub LAN API,1.0.0,,,Canonical target contract; not implementation evidence,d34c080429a29aa3a02c59b78aaef13075404401d0ddaca079fc7ca351ae0ed0,19998,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0077,docs/source/inbox/kitluy-storehub-local-database-schema-v1.0.0.md,docs/source/offline/kitluy-storehub-local-database-schema-v1.0.0.md,kitluy-storehub-local-database-schema-v1.0.0.md,kitluy-storehub-local-database-schema-v1.0.0.md,KitLuy Store Hub Local Database Schema,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,a1e85d6b52627f118c59314bc5d4e7b90e9c8578cc044be89e4fb078fdece025,35433,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0078,docs/source/inbox/kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,docs/source/offline/kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,kitluy-storehub-recovery-and-replacement-runbook-v1.0.0.md,KitLuy Store Hub Recovery and Replacement Runbook,1.0.0,,,Canonical target runbook; not implementation evidence,f07625eab66c638547c57cb27339f46bcf70b2e38404214ea9f213b43149f19c,15276,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,STORE-HUB-OFFLINE-PROTOCOL,edge,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0079,docs/source/inbox/kitluy-suite-business-bible-v2.0.0.md,docs/source/canonical/kitluy-suite-business-bible-v2.0.0.md,kitluy-suite-business-bible-v2.0.0.md,kitluy-suite-business-bible-v2.0.0.md,KitLuy Suite — Business Bible,2.0.0,,HET / KitLuy Suite Project Owner,"OWNER-DIRECTED CANONICAL BUSINESS AUTHORITY — TARGET OPERATING MODEL, NOT TRACTION OR IMPLEMENTATION EVIDENCE",87ddcdaca8f9bcfbd072e991d1885ddbf31dca58c13a8985c1fa88a686fe5f61,117317,text/markdown,BUSINESS-AUTHORITY,CANONICAL-CURRENT,BUSINESS-BIBLE,suite,,,,,"docs/source/imported/kitluy-suite-business-bible-v2.0.0.md (same name+version, different hash — verified content-identical (formatting-only variant); imported copy registered as DUPLICATE)",NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0080,docs/source/inbox/kitluy-suite-rbac-permission-registry-v1.0.0.csv,docs/source/security/kitluy-suite-rbac-permission-registry-v1.0.0.csv,kitluy-suite-rbac-permission-registry-v1.0.0.csv,,,1.0.0,,,,56968de0fe81892de521af7c5445195fea76e92cffabd8969452ac6495a5832c,20774,text/csv,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,RBAC-PERMISSION-REGISTRY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0081,docs/source/inbox/kitluy-suite-rbac-permission-registry-v1.0.0.md,docs/source/security/kitluy-suite-rbac-permission-registry-v1.0.0.md,kitluy-suite-rbac-permission-registry-v1.0.0.md,kitluy-suite-rbac-permission-registry-v1.0.0.md,KitLuy Suite RBAC Permission Registry,1.0.0,,HET / KitLuy Suite Project Owner,Canonical target contract; not implementation evidence,1c9da8f915eae5b74a52bebe7d375c868d02efe840fb57bde23962268cdb3d90,57863,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,RBAC-PERMISSION-REGISTRY,security,,,,,,NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0082,docs/source/inbox/kitluy-suite-rebuild-bible-v4.0.0.md,docs/source/canonical/kitluy-suite-rebuild-bible-v4.0.0.md,kitluy-suite-rebuild-bible-v4.0.0.md,kitluy-suite-rebuild-bible-v4.0.0.md,KitLuy Suite — Master Rebuild Bible,4.0.0,,HET / KitLuy Suite Project Owner,"OWNER-DIRECTED CANONICAL MASTER AUTHORITY — TARGET STATE, NOT IMPLEMENTATION EVIDENCE",cf56df78cb0b71a38e1fef6e25d895af5b114b41b42fa469667e881ff981d6ea,103920,text/markdown,MASTER-AUTHORITY,CANONICAL-CURRENT,MASTER-REBUILD-BIBLE,suite,,,,,"docs/source/imported/kitluy-suite-rebuild-bible-v4.0.0.md (same name+version, different hash — verified content-identical (formatting-only variant); imported copy registered as DUPLICATE)",NONE,2026-07-26T16:00:00+07:00,,
KLSRC-0083,docs/source/inbox/kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,docs/source/data-contracts/kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,kitluy-suite-supabase-backup-restore-and-pitr-v1.0.0.md,"KitLuy Suite Supabase Backup, Restore and PITR",1.0.0,,,Canonical target backup/restore contract; not implementation evidence,3d38809d929b79388c0734cb9be65a02417c65fe0877248e0691378e67411b67,8651,text/markdown,CANONICAL-SHARED-CONTRACT,CANONICAL-CURRENT,SUPABASE-IMPLEMENTATION-PACK-MEMBER,data,,,,,,NONE,2026-07-26T16:00:00+07:00,,
